word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency,stem
uppslagen,PC.PRF.UTR.SIN.IND.NOM,|uppslagen..av.1|slå_upp..vbm.1|,+,4,5.17025,uppslagen
för,PP,|för..pp.1|för_att_inte_säga..abm.1|,-,4,5.17025,för
umgås,VB.PRS.SFO,|umgås..vb.1|,-,4,5.17025,umgås
nazismen,NN.UTR.SIN.DEF.NOM,|nazism..nn.1|,-,4,5.17025,nazism
hemliga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|hemlig..av.1|,-,4,5.17025,hemlig
vidtog,VB.PRT.AKT,|vidta..vb.1|,+,4,5.17025,vidta
nöt,NN.UTR.SIN.IND.NOM,|nöt..nn.1|,-,4,5.17025,nöt
öre,NN.NEU.PLU.IND.NOM,|öre..nn.1|,-,4,5.17025,öre
situationer,NN.UTR.PLU.IND.NOM,|situation..nn.1|,-,4,5.17025,situation
halvdussin,NN.NEU.SIN.IND.NOM,|halvdussin..nn.1|,+,4,5.17025,halvdussin
tryckta,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|tryckt..av.1|trycka..vb.1|,-,4,5.17025,tryckt
nerfallna,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|falla_ner..vbm.1|,+,4,5.17025,falla_ner
former,NN.UTR.PLU.IND.NOM,|form..nn.2|,-,4,5.17025,form
medge,VB.INF.AKT,|medge..vb.1|,+,4,5.17025,medge
på,PP,|på..pp.1|inte_på_långa_vägar..abm.1|,-,4,5.17025,på
myndigheter,NN.UTR.PLU.IND.NOM,|myndighet..nn.1|,-,4,5.17025,myndighet
uppfyllelse,NN.UTR.SIN.IND.NOM,|uppfyllelse..nn.1|gå_i_uppfyllelse..vbm.1|,-,4,5.17025,uppfyllelse
ont,JJ.POS.NEU.SIN.IND.NOM,|ont..av.1|ond..av.1|göra_ont..vbm.1|,-,4,5.17025,ont
led,NN.NEU.PLU.IND.NOM,|led..nn.3|led..nn.2|,-,4,5.17025,led
pigg,JJ.POS.UTR.SIN.IND.NOM,|pigg..av.1|,-,4,5.17025,pigg
analys,NN.UTR.SIN.IND.NOM,|analys..nn.1|,-,4,5.17025,analys
egendomligt,JJ.POS.NEU.SIN.IND.NOM,|egendomlig..av.1|,-,4,5.17025,egendomlig
ryggade,VB.PRT.AKT,|rygga..vb.1|rygga_tillbaka..vbm.1|,-,4,5.17025,rygga
ordning,NN.UTR.SIN.IND.NOM,|ordning..nn.1|i_tur_och_ordning..abm.1|,-,4,5.17025,ordning
befalla,VB.INF.AKT,|befalla..vb.1|,+,4,5.17025,befalla
gång,NN.UTR.SIN.IND.NOM,|gång..nn.3|gång..nn.2|gång..nn.1|någon_gång..abm.1|någon_gång_emellanåt..abm.1|,-,4,5.17025,gång
skyddar,VB.PRS.AKT,|skydda..vb.1|,-,4,5.17025,skydda
herden,NN.UTR.SIN.DEF.NOM,|herde..nn.1|,-,4,5.17025,herde
huttrade,VB.PRT.AKT,|huttra..vb.1|,-,4,5.17025,huttra
hästens,NN.UTR.SIN.DEF.GEN,|häst..nn.1|,-,4,5.17025,häst
klappa,VB.INF.AKT,|klappa..vb.2|klappa..vb.1|,-,4,5.17025,klappa
smutsig,JJ.POS.UTR.SIN.IND.NOM,|smutsig..av.1|,-,4,5.17025,smutsig
nät,NN.NEU.PLU.IND.NOM,|nät..nn.1|,-,4,5.17025,nät
dränkt,VB.SUP.AKT,|dränka..vb.1|,-,4,5.17025,dränka
koppar,NN.UTR.PLU.IND.NOM,|kopp..nn.1|,+,4,5.17025,kopp
skvallrade,VB.PRT.AKT,|skvallra..vb.1|,-,4,5.17025,skvallra
Witt,PM.NOM,|,-,4,5.17025,
lagen,NN.UTR.SIN.DEF.NOM,|lag..nn.3|lag..nn.1|,-,4,5.17025,lag
törst,NN.UTR.SIN.IND.NOM,|törst..nn.1|,-,4,5.17025,törst
FALLET,NN.NEU.SIN.DEF.NOM,|fall..nn.1|,+,4,5.17025,fall
forne,JJ.POS.MAS.SIN.DEF.NOM,|forn..av.1|,-,4,5.17025,forn
exil,NN.UTR.SIN.IND.NOM,|exil..nn.1|,-,4,5.17025,exil
kastrull,NN.UTR.SIN.IND.NOM,|kastrull..nn.1|,-,4,5.17025,kastrull
Herrarna,NN.UTR.PLU.DEF.NOM,|herre..nn.2|herre..nn.1|,-,4,5.17025,herre
trygga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|trygg..av.1|,-,4,5.17025,trygg
upp,PL,|upp..ab.1|föda_upp..vbm.1|,-,4,5.17025,upp
slagit,VB.SUP.AKT,|slå..vb.1|slå_sig..vbm.1|slå_ned..vbm.1|slå_ned..vbm.2|slå_sig_ned..vbm.1|,-,4,5.17025,slå
rapporterade,VB.PRT.AKT,|rapportera..vb.1|,-,4,5.17025,rapportera
ättlingar,NN.UTR.PLU.IND.NOM,|ättling..nn.1|,-,4,5.17025,ättling
grann,NN.NEU.SIN.IND.NOM,|grann..nn.1|,-,4,5.17025,grann
Marstrand,PM.NOM,|Marstrand..pm.1|,-,4,5.17025,Marstrand
skogsvägen,NN.UTR.SIN.DEF.NOM,|skogsväg..nn.1|,+,4,5.17025,skogsväg
ekarna,NN.UTR.PLU.DEF.NOM,|ek..nn.1|,-,4,5.17025,ek
en,DT.UTR.SIN.IND,|en..al.1|för_en_stund..abm.1|för_en_stund_sedan..abm.1|,-,4,5.17025,en
framstått,VB.SUP.AKT,|framstå..vb.1|,+,4,5.17025,framstå
skönare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|skön..av.1|,-,4,5.17025,skön
stenblocken,NN.NEU.PLU.DEF.NOM,|stenblock..nn.1|,+,4,5.17025,stenblock
Tunneln,NN.UTR.SIN.DEF.NOM,|tunnel..nn.1|,-,4,5.17025,tunnel
dödar,VB.PRS.AKT,|döda..vb.1|,-,4,5.17025,döda
hän,PL,|hän..ab.1|,-,4,5.17025,hän
likadana,JJ.POS.UTR+NEU.PLU.IND.NOM,|likadan..av.1|,-,4,5.17025,likadan
tändsticka,NN.UTR.SIN.IND.NOM,|tändsticka..nn.1|,+,4,5.17025,tändsticka
kastad,PC.PRF.UTR.SIN.IND.NOM,|kasta..vb.1|,-,4,5.17025,kasta
väcker,VB.PRS.AKT,|väcka..vb.1|,-,4,5.17025,väcka
Tallarna,NN.UTR.PLU.DEF.NOM,|tall..nn.1|,-,4,5.17025,tall
visa,VB.INF.AKT,|visa..vb.1|visa_upp..vbm.1|,+,4,5.17025,visa
brutit,VB.SUP.AKT,|bryta..vb.1|bryta_upp..vbm.1|,-,4,5.17025,bryta
ruska,VB.INF.AKT,|ruska..vb.2|ruska..vb.1|,-,4,5.17025,ruska
kistkanten,NN.UTR.SIN.DEF.NOM,|,+,4,5.17025,
inblandade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|inblandad..av.1|blanda_in..vbm.1|,+,4,5.17025,inblandad
motor,NN.UTR.SIN.IND.NOM,|motor..nn.1|,-,4,5.17025,motor
betyg,NN.NEU.SIN.IND.NOM,|betyg..nn.1|,-,4,5.17025,betyg
utbröt,VB.PRT.AKT,|utbryta..vb.1|,+,4,5.17025,utbryta
DEM,PN.UTR+NEU.PLU.DEF.OBJ,|de..pn.1|,-,4,5.17025,de
Dumma,JJ.POS.UTR+NEU.SIN.DEF.NOM,|dum..av.1|,-,4,5.17025,dum
boaorm,NN.UTR.SIN.IND.NOM,|boaorm..nn.1|,+,4,5.17025,boaorm
"2,50",RG.NOM,|,-,4,5.17025,
ståtligare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|ståtlig..av.1|,-,4,5.17025,ståtlig
larm,NN.NEU.SIN.IND.NOM,|larm..nn.1|,-,4,5.17025,larm
månaders,NN.UTR.PLU.IND.GEN,|månad..nn.1|,-,4,5.17025,månad
trasan,NN.UTR.SIN.DEF.NOM,|trasa..nn.1|,-,4,5.17025,trasa
specialiserat,VB.SUP.AKT,|specialisera..vb.1|,-,4,5.17025,specialisera
håven,NN.UTR.SIN.DEF.NOM,|håv..nn.1|,-,4,5.17025,håv
karaktären,NN.UTR.SIN.DEF.NOM,|karaktär..nn.2|karaktär..nn.1|,-,4,5.17025,karaktär
gråråttornas,NN.UTR.PLU.DEF.GEN,|,+,4,5.17025,
duva,NN.UTR.SIN.IND.NOM,|duva..nn.1|,-,4,5.17025,duva
inletts,VB.SUP.SFO,|inleda..vb.1|,+,4,5.17025,inleda
kokar,VB.PRS.AKT,|koka..vb.2|koka..vb.1|,-,4,5.17025,koka
uppfattningar,NN.UTR.PLU.IND.NOM,|uppfattning..nn.1|,+,4,5.17025,uppfattning
gnager,VB.PRS.AKT,|gnaga..vb.1|,-,4,5.17025,gnaga
hjälptes,VB.PRT.SFO,|hjälpa..vb.1|,-,4,5.17025,hjälpa
bluff,NN.UTR.SIN.IND.NOM,|bluff..nn.1|,-,4,5.17025,bluff
kosan,NN.UTR.SIN.DEF.NOM,|kosa..nn.2|kosa..nn.1|,-,4,5.17025,kosa
ut,PL,|ut..ab.1|styra_ut..vbm.1|,-,4,5.17025,ut
Sex,RG.NOM,|sex..nl.1|,-,4,5.17025,sex
ens,PS.UTR+NEU.SIN+PLU.DEF,|man..pn.1|,-,4,5.17025,man
fast,PL,|fast..ab.1|klänga_sig_fast..vbm.1|,-,4,5.17025,fast
beslutades,VB.PRT.SFO,|besluta..vb.1|,-,4,5.17025,besluta
förrgår,AB,|i_förrgår..abm.1|,-,4,5.17025,i_förrgår
Minns,VB.PRS.SFO,|minnas..vb.1|minna..vb.1|,-,4,5.17025,minnas
Uppe,AB,|uppe..ab.1|,-,4,5.17025,uppe
rider,VB.PRS.AKT,|rida..vb.1|,-,4,5.17025,rida
spann,VB.PRT.AKT,|spinna..vb.1|,-,4,5.17025,spinna
tankfull,JJ.POS.UTR.SIN.IND.NOM,|tankfull..av.1|,+,4,5.17025,tankfull
upprätta,VB.INF.AKT,|upprätta..vb.1|,+,4,5.17025,upprätta
skyndat,VB.SUP.AKT,|skynda..vb.1|,-,4,5.17025,skynda
bockade,VB.PRT.AKT,|bocka..vb.1|,-,4,5.17025,bocka
beskedlig,JJ.POS.UTR.SIN.IND.NOM,|beskedlig..av.1|,+,4,5.17025,beskedlig
växterna,NN.UTR.PLU.DEF.NOM,|växt..nn.1|,-,4,5.17025,växt
sovo,NN.UTR.SIN.IND.NOM,|,-,4,5.17025,
bänkar,NN.UTR.PLU.IND.NOM,|bänk..nn.1|,-,4,5.17025,bänk
argsint,JJ.POS.UTR.SIN.IND.NOM,|argsint..av.1|,-,4,5.17025,argsint
återstoden,NN.UTR.SIN.DEF.NOM,|återstod..nn.1|,+,4,5.17025,återstod
utnyttja,VB.INF.AKT,|utnyttja..vb.1|,+,4,5.17025,utnyttja
gnistrande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|gnistra..vb.1|,-,4,5.17025,gnistra
stenhus,NN.NEU.SIN.IND.NOM,|stenhus..nn.1|,+,4,5.17025,stenhus
Mans,PM.NOM,|,-,4,5.17025,
NOVEMBER,NN.UTR.PLU.IND.NOM,|november..nn.1|,-,4,5.17025,november
anspråk,NN.NEU.SIN.IND.NOM,|anspråk..nn.1|ta_i_anspråk..vbm.1|,+,4,5.17025,anspråk
förbannade,PC.PRF.UTR+NEU.SIN.DEF.NOM,|förbannad..av.1|förbanna..vb.1|,+,4,5.17025,förbannad
undvikit,VB.SUP.AKT,|undvika..vb.1|,-,4,5.17025,undvika
check,NN.UTR.SIN.IND.NOM,|check..nn.1|,-,4,5.17025,check
lagt,VB.SUP.AKT,|lägga..vb.1|lägga_ned..vbm.1|,-,4,5.17025,lägga
slinka,VB.INF.AKT,|slinka..vb.1|,-,4,5.17025,slinka
uppehålla,VB.INF.AKT,|uppehålla..vb.1|uppehålla_sig..vbm.1|,+,4,5.17025,uppehålla
styltor,NN.UTR.PLU.IND.NOM,|stylta..nn.1|,-,4,5.17025,stylta
pälsen,NN.UTR.SIN.DEF.NOM,|päls..nn.1|,+,4,5.17025,päls
besittning,NN.UTR.SIN.IND.NOM,|besittning..nn.1|i_besittning..avm.1|,-,4,5.17025,besittning
avlägsna,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|avlägsen..av.1|,-,4,5.17025,avlägsen
bägare,NN.UTR.SIN.IND.NOM,|bägare..nn.1|,-,4,5.17025,bägare
vattendrag,NN.NEU.PLU.IND.NOM,|vattendrag..nn.1|,+,4,5.17025,vattendrag
riksdaler,NN.UTR.PLU.IND.NOM,|riksdaler..nn.1|,+,4,5.17025,riksdaler
blixtrande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|blixtrande..av.1|blixtra..vb.1|,-,4,5.17025,blixtrande
lövverket,NN.NEU.SIN.DEF.NOM,|lövverk..nn.1|,+,4,5.17025,lövverk
regel,NN.UTR.SIN.IND.NOM,|regel..nn.2|regel..nn.1|som_regel..abm.1|,-,4,5.17025,regel
grund,JJ.POS.UTR.SIN.IND.NOM,|grund..av.1|,-,4,5.17025,grund
ses,VB.INF.SFO,|se..vb.1|,-,4,5.17025,se
inbäddade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|inbäddad..av.1|bädda_in..vbm.1|,+,4,5.17025,inbäddad
gunst,NN.UTR.SIN.IND.NOM,|gunst..nn.1|,-,4,5.17025,gunst
ihop,PL,|ihop..ab.1|blanda_ihop..vbm.1|,-,4,5.17025,ihop
illa,AB,|ta_illa_upp..vbm.1|,+,4,5.17025,ta_illa_upp
släppte,VB.PRT.AKT,|släppa..vb.1|släppa_lös..vbm.1|,-,4,5.17025,släppa
BÄ,PM.NOM,|,-,4,5.17025,
verkstäder,NN.UTR.PLU.IND.NOM,|verkstad..nn.1|,+,4,5.17025,verkstad
Kom,VB.PRT.AKT,|komma..vb.1|,-,4,5.17025,komma
krånglade,VB.PRT.AKT,|krångla..vb.1|,-,4,5.17025,krångla
Ditt,PS.NEU.SIN.DEF,|du..pn.1|Du..pn.1|,-,4,5.17025,du
vattna,VB.INF.AKT,|vattna..vb.1|,-,4,5.17025,vattna
pelare,NN.UTR.PLU.IND.NOM,|pelare..nn.1|,-,4,5.17025,pelare
bena,VB.INF.AKT,|bena..vb.1|,-,4,5.17025,bena
unnade,VB.PRT.AKT,|unna..vb.1|,-,4,5.17025,unna
ALL,PM.NOM,|,-,4,5.17025,
rapporterna,NN.UTR.PLU.DEF.NOM,|rapport..nn.1|,+,4,5.17025,rapport
ned,PL,|ned..ab.1|trycka_ned..vbm.1|,-,4,5.17025,ned
kanal,NN.UTR.SIN.IND.NOM,|kanal..nn.1|,+,4,5.17025,kanal
Anders,PM.NOM,|Anders..pm.1|,-,4,5.17025,Anders
Kvinnorna,NN.UTR.PLU.DEF.NOM,|kvinna..nn.1|,+,4,5.17025,kvinna
trädgrenar,NN.UTR.PLU.IND.NOM,|trädgren..nn.1|,+,4,5.17025,trädgren
kvinnliga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|kvinnlig..av.2|kvinnlig..av.1|,-,4,5.17025,kvinnlig
kittlade,VB.PRT.AKT,|kittla..vb.1|,+,4,5.17025,kittla
Trots,PP,|trots..pp.1|trots_allt..abm.1|,-,4,5.17025,trots
Kvällen,NN.UTR.SIN.DEF.NOM,|kväll..nn.1|,+,4,5.17025,kväll
viljes,NN.UTR.SIN.IND.NOM,|till_viljes..abm.1|,-,4,5.17025,till_viljes
grop,NN.UTR.SIN.IND.NOM,|grop..nn.1|,-,4,5.17025,grop
typ,NN.UTR.SIN.IND.NOM,|typ..nn.1|,-,4,5.17025,typ
like,NN.UTR.SIN.IND.NOM,|like..nn.1|,-,4,5.17025,like
deckare,NN.UTR.SIN.IND.NOM,|deckare..nn.1|,-,4,5.17025,deckare
I944,PM.NOM,|,-,4,5.17025,
anförtrodde,VB.PRT.AKT,|anförtro..vb.1|anförtro_sig..vbm.1|,+,4,5.17025,anförtro
rökring,NN.UTR.SIN.IND.NOM,|rökring..nn.1|,+,4,5.17025,rökring
streck,NN.NEU.SIN.IND.NOM,|streck..nn.1|,-,4,5.17025,streck
risken,NN.UTR.SIN.DEF.NOM,|risk..nn.1|,+,4,5.17025,risk
tro,VB.IMP.AKT,|tro..vb.1|,-,4,5.17025,tro
dig,PN.UTR.SIN.DEF.OBJ,|du..pn.1|åta_sig..vbm.1|,-,4,5.17025,du
regnar,VB.PRS.AKT,|regna..vb.1|,-,4,5.17025,regna
drängarna,NN.UTR.PLU.DEF.NOM,|dräng..nn.1|,-,4,5.17025,dräng
Fullt,JJ.POS.NEU.SIN.IND.NOM,|full..av.1|,-,4,5.17025,full
anslag,NN.NEU.SIN.IND.NOM,|anslag..nn.1|,+,4,5.17025,anslag
hären,NN.UTR.SIN.DEF.NOM,|här..nn.1|,-,4,5.17025,här
brännoffer,NN.NEU.SIN.IND.NOM,|brännoffer..nn.1|,+,4,5.17025,brännoffer
Flodens,NN.UTR.SIN.DEF.GEN,|flod..nn.1|,-,4,5.17025,flod
okända,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|okänd..av.1|,-,4,5.17025,okänd
avtal,NN.NEU.SIN.IND.NOM,|avtal..nn.1|,+,4,5.17025,avtal
rutor,NN.UTR.PLU.IND.NOM,|ruta..nn.1|,-,4,5.17025,ruta
tystare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|tyst..av.1|,-,4,5.17025,tyst
MAJ,PM.NOM,|,-,4,5.17025,
andedräkt,NN.UTR.SIN.IND.NOM,|andedräkt..nn.1|,+,4,5.17025,andedräkt
fåniga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|fånig..av.1|,-,4,5.17025,fånig
förgyllda,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|förgylla..vb.1|,-,4,5.17025,förgylla
skjutas,VB.INF.SFO,|skjuta..vb.1|,-,4,5.17025,skjuta
Oslo,PM.NOM,|Oslo..pm.1|,-,4,5.17025,Oslo
sken,NN.NEU.SIN.IND.NOM,|sken..nn.1|i_sken..avm.1|,-,4,5.17025,sken
olyckligare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|olycklig..av.1|,-,4,5.17025,olycklig
tystare,AB.KOM,|tyst..av.1|,-,4,5.17025,tyst
modiga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|modig..av.1|,-,4,5.17025,modig
Mari,PM.NOM,|Mari..pm.1|,-,4,5.17025,Mari
oron,NN.UTR.SIN.DEF.NOM,|oro..nn.2|oro..nn.1|,+,4,5.17025,oro
tänker,VB.PRS.AKT,|tänka..vb.1|tänka_om..vbm.1|,-,4,5.17025,tänka
Röken,NN.UTR.SIN.DEF.NOM,|rök..nn.1|,-,4,5.17025,rök
gjort,VB.SUP.AKT,|göra..vb.1|göra_slut..vbm.1|,-,4,5.17025,göra
söndagsmorgonen,NN.UTR.SIN.DEF.NOM,|söndagsmorgon..nn.1|,+,4,5.17025,söndagsmorgon
skilling,NN.UTR.SIN.IND.NOM,|skilling..nn.1|,-,4,5.17025,skilling
nödvändigt,AB.POS,|nödvändig..av.1|,-,4,5.17025,nödvändig
förtvivlat,AB,|förtvivlad..av.1|,-,4,5.17025,förtvivlad
fläta,NN.UTR.SIN.IND.NOM,|fläta..nn.1|,-,4,5.17025,fläta
diskussioner,NN.UTR.PLU.IND.NOM,|diskussion..nn.1|,-,4,5.17025,diskussion
traven,NN.UTR.SIN.DEF.NOM,|trave..nn.1|trav..nn.2|trav..nn.1|hjälpa_på_traven..vbm.1|,-,4,5.17025,trave
föra,VB.INF.AKT,|föra..vb.1|föra_bort..vbm.1|föra_sig..vbm.1|,-,4,5.17025,föra
hämtade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|hämta..vb.1|,-,4,5.17025,hämta
narr,NN.UTR.SIN.IND.NOM,|narr..nn.1|,-,4,5.17025,narr
igelkotten,NN.UTR.SIN.DEF.NOM,|igelkott..nn.1|,+,4,5.17025,igelkott
hjärtans,NN.NEU.PLU.IND.GEN,|hjärta..nn.1|,+,4,5.17025,hjärta
livlig,JJ.POS.UTR.SIN.IND.NOM,|livlig..av.1|,-,4,5.17025,livlig
BLINKA,PM.NOM,|,-,4,5.17025,
och,KN,|och..kn.1|fram_och_åter..abm.1|,-,4,5.17025,och
nosade,VB.PRT.AKT,|nosa..vb.1|,-,4,5.17025,nosa
Expedition,NN.UTR.SIN.IND.NOM,|expedition..nn.1|,-,4,5.17025,expedition
läcka,VB.INF.AKT,|läcka..vb.1|,-,4,5.17025,läcka
generationen,NN.UTR.SIN.DEF.NOM,|generation..nn.1|,-,4,5.17025,generation
ynkliga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ynklig..av.1|,-,4,5.17025,ynklig
varhelst,HA,|varhelst..ab.1|,-,4,5.17025,varhelst
fritiden,NN.UTR.SIN.DEF.NOM,|fritid..nn.1|,+,4,5.17025,fritid
duka,VB.INF.AKT,|duka..vb.1|,-,4,5.17025,duka
frigöra,VB.INF.AKT,|frigöra..vb.1|,+,4,5.17025,frigöra
uppväxt,NN.UTR.SIN.IND.NOM,|uppväxt..nn.1|,+,4,5.17025,uppväxt
prövat,VB.SUP.AKT,|pröva..vb.1|,-,4,5.17025,pröva
Cirkusdirektören,NN.UTR.SIN.DEF.NOM,|,+,4,5.17025,
på,PP,|på..pp.1|på_ett_eller_annat_sätt..abm.1|,-,4,5.17025,på
hjälmen,NN.UTR.SIN.DEF.NOM,|hjälm..nn.1|,-,4,5.17025,hjälm
varligt,AB.POS,|varlig..av.1|,-,4,5.17025,varlig
parodi,NN.UTR.SIN.IND.NOM,|parodi..nn.1|,-,4,5.17025,parodi
lakej,NN.UTR.SIN.IND.NOM,|lakej..nn.1|,-,4,5.17025,lakej
Vineta,PM.NOM,|,-,4,5.17025,
bakade,VB.PRT.AKT,|baka..vb.1|,-,4,5.17025,baka
badat,VB.SUP.AKT,|bada..vb.1|,-,4,5.17025,bada
jag,NN.NEU.SIN.IND.NOM,|jag..nn.1|,-,4,5.17025,jag
exceptionellt,AB.POS,|exceptionell..av.1|,-,4,5.17025,exceptionell
mystiska,JJ.POS.UTR+NEU.SIN.DEF.NOM,|mystisk..av.1|,-,4,5.17025,mystisk
31,RG.NOM,|,-,4,5.17025,
skickad,PC.PRF.UTR.SIN.IND.NOM,|skickad..av.1|skicka..vb.1|,-,4,5.17025,skickad
ser,VB.PRS.AKT,|se..vb.1|se_om..vbm.1|,-,4,5.17025,se
skulder,NN.UTR.PLU.IND.NOM,|skuld..nn.1|,-,4,5.17025,skuld
efter,PL,|gå_efter..vbm.1|,-,4,5.17025,gå_efter
framstår,VB.PRS.AKT,|framstå..vb.1|,+,4,5.17025,framstå
varsko,VB.INF.AKT,|varsko..vb.1|,+,4,5.17025,varsko
röran,NN.UTR.SIN.DEF.NOM,|röra..nn.2|röra..nn.1|,-,4,5.17025,röra
bedömning,NN.UTR.SIN.IND.NOM,|bedömning..nn.1|,-,4,5.17025,bedömning
föreställer,VB.PRS.AKT,|föreställa..vb.1|föreställa_sig..vbm.1|,+,4,5.17025,föreställa
rester,NN.UTR.PLU.IND.NOM,|rest..nn.1|,-,4,5.17025,rest
till,AB,|till..ab.1|,-,4,5.17025,till
sjuttio,RG.NOM,|sjuttio..nl.1|,-,4,5.17025,sjuttio
ned,PL,|ned..ab.1|lugna_ned..vbm.1|,-,4,5.17025,ned
skjutande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|skjuta..vb.1|,-,4,5.17025,skjuta
tysthet,NN.UTR.SIN.IND.NOM,|tysthet..nn.1|i_tysthet..abm.1|,-,4,5.17025,tysthet
i,PP,|i..pp.1|i_grunden..abm.1|,-,4,5.17025,i
1963,RG.NOM,|,-,4,5.17025,
hålla,VB.INF.AKT,|hålla..vb.1|hålla_fast..vbm.1|hålla_fast..vbm.2|,+,4,5.17025,hålla
skär,VB.PRS.AKT,|skära..vb.1|,-,4,5.17025,skära
avsky,NN.UTR.SIN.IND.NOM,|avsky..nn.1|,+,4,5.17025,avsky
allt,AB,|allt..ab.1|allt_eftersom..snm.1|,-,4,5.17025,allt
skramlade,VB.PRT.AKT,|skramla..vb.2|skramla..vb.1|,-,4,5.17025,skramla
kritiserar,VB.PRS.AKT,|kritisera..vb.1|,-,4,5.17025,kritisera
halvöppna,JJ.POS.UTR+NEU.SIN.DEF.NOM,|halvöppen..av.1|,+,4,5.17025,halvöppen
HANS,PM.NOM,|,-,4,5.17025,
upptåg,NN.NEU.PLU.IND.NOM,|upptåg..nn.1|,+,4,5.17025,upptåg
närvarande,NN.NEU.SIN.IND.NOM,|närvarande..nn.1|för_närvarande..abm.1|,+,4,5.17025,närvarande
taget,PC.PRF.NEU.SIN.IND.NOM,|tagen..av.1|ta..vb.1|,-,4,5.17025,tagen
brynja,NN.UTR.SIN.IND.NOM,|brynja..nn.1|,+,4,5.17025,brynja
drog,VB.PRT.AKT,|dra..vb.1|dra_sig_undan..vbm.1|,-,4,5.17025,dra
MONOPOL,PM.NOM,|,-,4,5.17025,
spik,NN.UTR.SIN.IND.NOM,|spik..nn.1|,-,4,5.17025,spik
höll,VB.PRT.AKT,|hålla..vb.1|hålla_med..vbm.1|,-,4,5.17025,hålla
fängelser,NN.NEU.PLU.IND.NOM,|fängelse..nn.1|,-,4,5.17025,fängelse
insvept,PC.PRF.UTR.SIN.IND.NOM,|insvepa..vb.1|,+,4,5.17025,insvepa
fantiserar,VB.PRS.AKT,|fantisera..vb.1|,-,4,5.17025,fantisera
fräser,VB.PRS.AKT,|fräsa..vb.2|fräsa..vb.1|,-,4,5.17025,fräsa
det,PN.NEU.SIN.DEF.SUB+OBJ,|den..pn.1|ta_det_lugnt..vbm.1|,-,4,5.17025,den
efter,AB,|,-,4,5.17025,
på,PP,|på..pp.1|på_vid_gavel..avm.1|,-,4,5.17025,på
modigare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|modig..av.1|,-,4,5.17025,modig
dagböcker,NN.UTR.PLU.IND.NOM,|dagbok..nn.1|,+,4,5.17025,dagbok
mödrarna,NN.UTR.PLU.DEF.NOM,|mor..nn.1|moder..nn.1|,-,4,5.17025,mor
drömmande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|drömma..vb.1|,-,4,5.17025,drömma
kvällsvarden,NN.UTR.SIN.DEF.NOM,|kvällsvard..nn.1|,+,4,5.17025,kvällsvard
hävdade,VB.PRT.AKT,|hävda..vb.1|,-,4,5.17025,hävda
Runt,AB,|runt..ab.1|rund..av.1|runt_om..ppm.1|runt_om..abm.1|,-,4,5.17025,runt
kontrollerade,VB.PRT.AKT,|kontrollera..vb.1|,-,4,5.17025,kontrollera
budbäraren,NN.UTR.SIN.DEF.NOM,|budbärare..nn.1|,+,4,5.17025,budbärare
all,DT.UTR.SIN.IND+DEF,|all..pn.1|i_all_synnerhet..abm.1|,-,4,5.17025,all
sopade,VB.PRT.AKT,|sopa..vb.1|,-,4,5.17025,sopa
rutiga,JJ.POS.UTR+NEU.SIN.DEF.NOM,|rutig..av.1|,-,4,5.17025,rutig
gentleman,NN.UTR.SIN.IND.NOM,|gentleman..nn.1|,-,4,5.17025,gentleman
midsommaraftonen,NN.UTR.SIN.DEF.NOM,|midsommarafton..nn.1|,+,4,5.17025,midsommarafton
punkt,NN.UTR.SIN.IND.NOM,|punkt..nn.1|tala_till_punkt..vbm.1|,-,4,5.17025,punkt
tuvorna,NN.UTR.PLU.DEF.NOM,|tuva..nn.1|,-,4,5.17025,tuva
glömmer,VB.PRS.AKT,|glömma..vb.1|glömma_bort..vbm.1|,-,4,5.17025,glömma
sunden,NN.NEU.PLU.DEF.NOM,|sund..nn.1|,-,4,5.17025,sund
