word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency
hafted,VBN,__UNDEF__,+,1,1.345377
AND_THROW_THE_BLOOD_ROUND_ABOUT_AGAINST_THE_ALTAR_THAT_IS_THE_DOOR_OF_THE_TENT_OF_MEETING,NP,__UNDEF__,+,1,1.345377
mortified,VBN,__UNDEF__,+,1,1.345377
Travellers,NNS,__UNDEF__,+,1,1.345377
castigated,VBN,__UNDEF__,+,1,1.345377
Small,__UNDEF__,__UNDEF__,+,1,1.345377
Invasion,NN,__UNDEF__,+,1,1.345377
authoritatively,RB,__UNDEF__,+,1,1.345377
HUNGARIAN_RHAPSODY,NP,__UNDEF__,+,1,1.345377
Fond,JJ,__UNDEF__,+,1,1.345377
KEEP_YOUR_FUCKING_HEAD_DOWN_IF_YOU_Do,NP,__UNDEF__,+,1,1.345377
values,__UNDEF__,__UNDEF__,+,1,1.345377
thistly,JJ,__UNDEF__,+,1,1.345377
Thieves,NP,__UNDEF__,+,1,1.345377
jack-in-the-boxes,NNS,__UNDEF__,+,1,1.345377
oo,RB,__UNDEF__,+,1,1.345377
withholds,VBZ,__UNDEF__,+,1,1.345377
privation,__UNDEF__,__UNDEF__,+,1,1.345377
stinking,VBG,__UNDEF__,+,1,1.345377
Goodnight,NN,__UNDEF__,+,1,1.345377
squeezes,VBZ,__UNDEF__,+,1,1.345377
Correct,JJ,__UNDEF__,+,1,1.345377
Crustimoney_Proseedcake,NP,__UNDEF__,+,1,1.345377
Garpen_Mountain,NP,__UNDEF__,+,1,1.345377
grouse-chick,NN,__UNDEF__,+,1,1.345377
breakfasts,NNS,__UNDEF__,+,1,1.345377
window-pane,NN,__UNDEF__,+,1,1.345377
voting,VBG,__UNDEF__,+,1,1.345377
dishonestly,RB,__UNDEF__,+,1,1.345377
dreams,VBZ,__UNDEF__,+,1,1.345377
Enskede,NP,__UNDEF__,+,1,1.345377
smuggle,VB,__UNDEF__,+,1,1.345377
tutor,__UNDEF__,__UNDEF__,+,1,1.345377
telephones,__UNDEF__,__UNDEF__,+,1,1.345377
quarter_to_seven,W,__UNDEF__,+,1,1.345377
anti-Semite,NN,__UNDEF__,+,1,1.345377
tonic.,__UNDEF__,__UNDEF__,+,1,1.345377
falsified,VBN,__UNDEF__,+,1,1.345377
remembers,VBZ,__UNDEF__,+,1,1.345377
"""attractive,""",__UNDEF__,__UNDEF__,+,1,1.345377
help.,__UNDEF__,__UNDEF__,+,1,1.345377
knee-length,NN,__UNDEF__,+,1,1.345377
"""You're",__UNDEF__,__UNDEF__,+,1,1.345377
"days,",__UNDEF__,__UNDEF__,+,1,1.345377
empties,VBZ,__UNDEF__,+,1,1.345377
corn,NN,__UNDEF__,+,1,1.345377
SHE_VANISHES_WITHOUT_A_TRACE,NP,__UNDEF__,+,1,1.345377
walking-stick,VB,__UNDEF__,+,1,1.345377
crawls,__UNDEF__,__UNDEF__,+,1,1.345377
bare,VBP,__UNDEF__,+,1,1.345377
exercised,VBN,__UNDEF__,+,1,1.345377
admired,VBN,__UNDEF__,+,1,1.345377
defense.,__UNDEF__,__UNDEF__,+,1,1.345377
flake,NN,__UNDEF__,+,1,1.345377
issue.,__UNDEF__,__UNDEF__,+,1,1.345377
removing,__UNDEF__,__UNDEF__,+,1,1.345377
play-day's,VBZ,__UNDEF__,+,1,1.345377
infuriating,VBG,__UNDEF__,+,1,1.345377
edit,VB,__UNDEF__,+,1,1.345377
borrows,VBZ,__UNDEF__,+,1,1.345377
blind-man's-buff,NN,__UNDEF__,+,1,1.345377
Steamboats,NNS,__UNDEF__,+,1,1.345377
panes,NNS,__UNDEF__,+,1,1.345377
feelings,__UNDEF__,__UNDEF__,+,1,1.345377
railways,NNS,__UNDEF__,+,1,1.345377
burglar-expert,NN,__UNDEF__,+,1,1.345377
libelling,VBG,__UNDEF__,+,1,1.345377
hustle,VB,__UNDEF__,+,1,1.345377
Of,__UNDEF__,__UNDEF__,+,1,1.345377
assigning,VBG,__UNDEF__,+,1,1.345377
Information,NP,__UNDEF__,+,1,1.345377
half-cooked,VBN,__UNDEF__,+,1,1.345377
"fails,",__UNDEF__,__UNDEF__,+,1,1.345377
affections,NNS,__UNDEF__,+,1,1.345377
1938,W,__UNDEF__,+,1,1.345377
food-grove,NN,__UNDEF__,+,1,1.345377
reeling,VBG,__UNDEF__,+,1,1.345377
Burglar_Bilbo,NP,__UNDEF__,+,1,1.345377
invested,__UNDEF__,__UNDEF__,+,1,1.345377
Snow,NP,__UNDEF__,+,1,1.345377
Ghost_House,NP,__UNDEF__,+,1,1.345377
uses.,__UNDEF__,__UNDEF__,+,1,1.345377
injury,NN,__UNDEF__,+,1,1.345377
"MONDAY_,_APRIL_17_,_1944",W,__UNDEF__,+,1,1.345377
surgery,NN,__UNDEF__,+,1,1.345377
truancy,NN,__UNDEF__,+,1,1.345377
Incalculable,JJ,__UNDEF__,+,1,1.345377
Mealtime,NN,__UNDEF__,+,1,1.345377
limb,NN,__UNDEF__,+,1,1.345377
Deaths,NP,__UNDEF__,+,1,1.345377
ingratitude,NN,__UNDEF__,+,1,1.345377
hut-dwellers,NNS,__UNDEF__,+,1,1.345377
caked,__UNDEF__,__UNDEF__,+,1,1.345377
Shocking,VBG,__UNDEF__,+,1,1.345377
awake,__UNDEF__,__UNDEF__,+,1,1.345377
burglarious,JJ,__UNDEF__,+,1,1.345377
pressing,__UNDEF__,__UNDEF__,+,1,1.345377
wins,VBZ,__UNDEF__,+,1,1.345377
attends,VBZ,__UNDEF__,+,1,1.345377
coquettish,JJ,__UNDEF__,+,1,1.345377
examining,__UNDEF__,__UNDEF__,+,1,1.345377
Särjaktjokko,NP,__UNDEF__,+,1,1.345377
1953,Z,__UNDEF__,+,1,1.345377
7.75_guilders,Zm,__UNDEF__,+,1,1.345377
CHAPTER_VIII,NP,__UNDEF__,+,1,1.345377
gospel,NN,__UNDEF__,+,1,1.345377
tock,NN,__UNDEF__,+,1,1.345377
scarcity,NN,__UNDEF__,+,1,1.345377
disinclined,VBN,__UNDEF__,+,1,1.345377
Six_o'clock,W,__UNDEF__,+,1,1.345377
Merry_People,NP,__UNDEF__,+,1,1.345377
Bone-dry,JJ,__UNDEF__,+,1,1.345377
Simon's,__UNDEF__,__UNDEF__,+,1,1.345377
Easter-eve,NP,__UNDEF__,+,1,1.345377
pharmacist,NN,__UNDEF__,+,1,1.345377
market-place,NN,__UNDEF__,+,1,1.345377
"burning,",__UNDEF__,__UNDEF__,+,1,1.345377
outlaw,NN,__UNDEF__,+,1,1.345377
rewritten,VBN,__UNDEF__,+,1,1.345377
monastery,NN,__UNDEF__,+,1,1.345377
"differently""",__UNDEF__,__UNDEF__,+,1,1.345377
smart,VBP,__UNDEF__,+,1,1.345377
activists,NNS,__UNDEF__,+,1,1.345377
33_guilders,Zm,__UNDEF__,+,1,1.345377
softening,NN,__UNDEF__,+,1,1.345377
worse.,__UNDEF__,__UNDEF__,+,1,1.345377
song-and-dance,NN,__UNDEF__,+,1,1.345377
one-quarter,NN,__UNDEF__,+,1,1.345377
state,__UNDEF__,__UNDEF__,+,1,1.345377
cart-wheels,NNS,__UNDEF__,+,1,1.345377
sodden,JJ,__UNDEF__,+,1,1.345377
ownership,NN,__UNDEF__,+,1,1.345377
Sanitation_Department,NP,__UNDEF__,+,1,1.345377
untied,VBD,__UNDEF__,+,1,1.345377
Eastern_Front,NP,__UNDEF__,+,1,1.345377
commence,VB,__UNDEF__,+,1,1.345377
sires,NNS,__UNDEF__,+,1,1.345377
apologetic,JJ,__UNDEF__,+,1,1.345377
bath-house,NN,__UNDEF__,+,1,1.345377
"Saturday_,_March_twenty-sixth",W,__UNDEF__,+,1,1.345377
pedlar,NN,__UNDEF__,+,1,1.345377
Clacs_Gunnars,NP,__UNDEF__,+,1,1.345377
transaction,NN,__UNDEF__,+,1,1.345377
scoop,VB,__UNDEF__,+,1,1.345377
benefit,VB,__UNDEF__,+,1,1.345377
integrity,NN,__UNDEF__,+,1,1.345377
dance,VBP,__UNDEF__,+,1,1.345377
"""Enough.",__UNDEF__,__UNDEF__,+,1,1.345377
chieftains,NNS,__UNDEF__,+,1,1.345377
oftener,NN,__UNDEF__,+,1,1.345377
cribs,NNS,__UNDEF__,+,1,1.345377
bandit,NN,__UNDEF__,+,1,1.345377
mocking,__UNDEF__,__UNDEF__,+,1,1.345377
fawns,NNS,__UNDEF__,+,1,1.345377
envelopes,NNS,__UNDEF__,+,1,1.345377
stone,__UNDEF__,__UNDEF__,+,1,1.345377
re-create,VB,__UNDEF__,+,1,1.345377
memorandum,NN,__UNDEF__,+,1,1.345377
death-rattle,VB,__UNDEF__,+,1,1.345377
disrupt,VB,__UNDEF__,+,1,1.345377
butcher,VB,__UNDEF__,+,1,1.345377
nostrils.,__UNDEF__,__UNDEF__,+,1,1.345377
badminton,NN,__UNDEF__,+,1,1.345377
daydreamed,VBD,__UNDEF__,+,1,1.345377
battle,__UNDEF__,__UNDEF__,+,1,1.345377
score,NN,__UNDEF__,+,1,1.345377
dug-out,NN,__UNDEF__,+,1,1.345377
Ängsö,NP,__UNDEF__,+,1,1.345377
Canadians,NP,__UNDEF__,+,1,1.345377
ingratiating,VBG,__UNDEF__,+,1,1.345377
blouses,NNS,__UNDEF__,+,1,1.345377
thrill,NN,__UNDEF__,+,1,1.345377
directed,__UNDEF__,__UNDEF__,+,1,1.345377
Hammers,NNS,__UNDEF__,+,1,1.345377
hair.,__UNDEF__,__UNDEF__,+,1,1.345377
invisibility,NN,__UNDEF__,+,1,1.345377
Utrecht,NP,__UNDEF__,+,1,1.345377
cogitation,NN,__UNDEF__,+,1,1.345377
seagulls,NNS,__UNDEF__,+,1,1.345377
Chairs,NNS,__UNDEF__,+,1,1.345377
"Sunday_,_March_twentieth",W,__UNDEF__,+,1,1.345377
consented,VBD,__UNDEF__,+,1,1.345377
lit,__UNDEF__,__UNDEF__,+,1,1.345377
determination,NN,__UNDEF__,+,1,1.345377
organisations,NNS,__UNDEF__,+,1,1.345377
"again?""",__UNDEF__,__UNDEF__,+,1,1.345377
REST_HOURS,NP,__UNDEF__,+,1,1.345377
feather-ornaments,NNS,__UNDEF__,+,1,1.345377
Owl;,__UNDEF__,__UNDEF__,+,1,1.345377
laboriously,RB,__UNDEF__,+,1,1.345377
goose-lengths,NNS,__UNDEF__,+,1,1.345377
little!,__UNDEF__,__UNDEF__,+,1,1.345377
Eeyore_'s_Comforter,NP,__UNDEF__,+,1,1.345377
historian,NN,__UNDEF__,+,1,1.345377
pretentious,JJ,__UNDEF__,+,1,1.345377
Swedish_Trade_Union_Confederation,NP,__UNDEF__,+,1,1.345377
Pots,NP,__UNDEF__,+,1,1.345377
Anxiously,RB,__UNDEF__,+,1,1.345377
selfishness,NN,__UNDEF__,+,1,1.345377
MANY,NP,__UNDEF__,+,1,1.345377
photographs,VBZ,__UNDEF__,+,1,1.345377
Well,NN,__UNDEF__,+,1,1.345377
2..00,Z,__UNDEF__,+,1,1.345377
"SUNDAY_,_JUNE_13_,_1943",W,__UNDEF__,+,1,1.345377
Elementary,JJ,__UNDEF__,+,1,1.345377
flies,NNS,__UNDEF__,+,1,1.345377
openly,__UNDEF__,__UNDEF__,+,1,1.345377
bottoms,NNS,__UNDEF__,+,1,1.345377
selling,NN,__UNDEF__,+,1,1.345377
ponders,VBZ,__UNDEF__,+,1,1.345377
pneumonia,NN,__UNDEF__,+,1,1.345377
scorches,NNS,__UNDEF__,+,1,1.345377
gnaw,VBP,__UNDEF__,+,1,1.345377
leanings,NNS,__UNDEF__,+,1,1.345377
response:,__UNDEF__,__UNDEF__,+,1,1.345377
"SUNDAY_,_JANUARY_2_,_1944",W,__UNDEF__,+,1,1.345377
stuffily,RB,__UNDEF__,+,1,1.345377
"placards.""",__UNDEF__,__UNDEF__,+,1,1.345377
"stay,""",__UNDEF__,__UNDEF__,+,1,1.345377
autumn-like,JJ,__UNDEF__,+,1,1.345377
phoned,VBN,__UNDEF__,+,1,1.345377
soundest,JJS,__UNDEF__,+,1,1.345377
prosecutors,NNS,__UNDEF__,+,1,1.345377
"climbed,",__UNDEF__,__UNDEF__,+,1,1.345377
accomplishments,NNS,__UNDEF__,+,1,1.345377
concerto,NN,__UNDEF__,+,1,1.345377
Stories,NP,__UNDEF__,+,1,1.345377
rhyming,VBG,__UNDEF__,+,1,1.345377
suffers,VBZ,__UNDEF__,+,1,1.345377
unused,__UNDEF__,__UNDEF__,+,1,1.345377
interpreted,__UNDEF__,__UNDEF__,+,1,1.345377
reasoned,VBN,__UNDEF__,+,1,1.345377
outside.,__UNDEF__,__UNDEF__,+,1,1.345377
distressful,JJ,__UNDEF__,+,1,1.345377
ninety-second,JJ,__UNDEF__,+,1,1.345377
junkie,NN,__UNDEF__,+,1,1.345377
intrigues,NNS,__UNDEF__,+,1,1.345377
hoarsely,RB,__UNDEF__,+,1,1.345377
act.,__UNDEF__,__UNDEF__,+,1,1.345377
odd,__UNDEF__,__UNDEF__,+,1,1.345377
contretemps,NN,__UNDEF__,+,1,1.345377
people's,__UNDEF__,__UNDEF__,+,1,1.345377
Not,NP,__UNDEF__,+,1,1.345377
dominating,VBG,__UNDEF__,+,1,1.345377
cos,NNS,__UNDEF__,+,1,1.345377
"OLD,",__UNDEF__,__UNDEF__,+,1,1.345377
roped,VBD,__UNDEF__,+,1,1.345377
colour-play,NN,__UNDEF__,+,1,1.345377
Respect,NN,__UNDEF__,+,1,1.345377
issues.,__UNDEF__,__UNDEF__,+,1,1.345377
atrociously,RB,__UNDEF__,+,1,1.345377
"morsel,",__UNDEF__,__UNDEF__,+,1,1.345377
indicated,VBN,__UNDEF__,+,1,1.345377
clifflike,JJ,__UNDEF__,+,1,1.345377
otter,NNS,__UNDEF__,+,1,1.345377
"sedatives,",__UNDEF__,__UNDEF__,+,1,1.345377
fallen,__UNDEF__,__UNDEF__,+,1,1.345377
succumbed,VBN,__UNDEF__,+,1,1.345377
"MONDAY_,_FEBRUARY_28_,_1944",W,__UNDEF__,+,1,1.345377
uproot,VB,__UNDEF__,+,1,1.345377
three-month,NN,__UNDEF__,+,1,1.345377
Low-fat,JJ,__UNDEF__,+,1,1.345377
"FRIDAY_,_JUNE_30_,_1944",W,__UNDEF__,+,1,1.345377
oakum-spiral,NN,__UNDEF__,+,1,1.345377
scatterbrain,NN,__UNDEF__,+,1,1.345377
Ends,NNS,__UNDEF__,+,1,1.345377
westering,VBG,__UNDEF__,+,1,1.345377
helpmeet,NN,__UNDEF__,+,1,1.345377
express,VBP,__UNDEF__,+,1,1.345377
yes!,__UNDEF__,__UNDEF__,+,1,1.345377
Contrary,JJ,__UNDEF__,+,1,1.345377
Herrible_Hoffalump,NP,__UNDEF__,+,1,1.345377
sufficiency,NN,__UNDEF__,+,1,1.345377
paranoia,NN,__UNDEF__,+,1,1.345377
littered,VBN,__UNDEF__,+,1,1.345377
shimmer,VB,__UNDEF__,+,1,1.345377
mallard-duck,NN,__UNDEF__,+,1,1.345377
infringements,NNS,__UNDEF__,+,1,1.345377
narrow-brimmed,VBN,__UNDEF__,+,1,1.345377
raft-elves,NNS,__UNDEF__,+,1,1.345377
branded,VBN,__UNDEF__,+,1,1.345377
miserably,__UNDEF__,__UNDEF__,+,1,1.345377
radiation,NN,__UNDEF__,+,1,1.345377
lorry,NN,__UNDEF__,+,1,1.345377
in-house,RB,__UNDEF__,+,1,1.345377
DISCOVER_THE_DIFFERENCE_UNTIL_AFTERWARDS,NP,__UNDEF__,+,1,1.345377
Real,JJ,__UNDEF__,+,1,1.345377
lauds,VBZ,__UNDEF__,+,1,1.345377
annihilate,VB,__UNDEF__,+,1,1.345377
build,VBP,__UNDEF__,+,1,1.345377
I._Boys,NP,__UNDEF__,+,1,1.345377
Perfect,JJ,__UNDEF__,+,1,1.345377
oil-colours,NNS,__UNDEF__,+,1,1.345377
viewed,VBD,__UNDEF__,+,1,1.345377
winners.,__UNDEF__,__UNDEF__,+,1,1.345377
firebrands,NNS,__UNDEF__,+,1,1.345377
sympathetic,__UNDEF__,__UNDEF__,+,1,1.345377
Aye,NN,__UNDEF__,+,1,1.345377
Herr_Dybeck,NP,__UNDEF__,+,1,1.345377
Great_Mountain,NP,__UNDEF__,+,1,1.345377
announcement,NN,__UNDEF__,+,1,1.345377
comfortable.,__UNDEF__,__UNDEF__,+,1,1.345377
notepaper,NN,__UNDEF__,+,1,1.345377
doubling,NN,__UNDEF__,+,1,1.345377
Passionately,RB,__UNDEF__,+,1,1.345377
Twelve_o'clock,W,__UNDEF__,+,1,1.345377
kitchenette,NN,__UNDEF__,+,1,1.345377
smote,VB,__UNDEF__,+,1,1.345377
snowstorms,NNS,__UNDEF__,+,1,1.345377
Screak,NP,__UNDEF__,+,1,1.345377
P.S._Who,NP,__UNDEF__,+,1,1.345377
houseboat,NN,__UNDEF__,+,1,1.345377
ill,NN,__UNDEF__,+,1,1.345377
dictator,NN,__UNDEF__,+,1,1.345377
THE_LOBSTER-QUADRILLE,NP,__UNDEF__,+,1,1.345377
Wriggling,VBG,__UNDEF__,+,1,1.345377
1.vii,Z,__UNDEF__,+,1,1.345377
Apollo,NP,__UNDEF__,+,1,1.345377
"""Sally,",__UNDEF__,__UNDEF__,+,1,1.345377
faculty,NN,__UNDEF__,+,1,1.345377
Moneybags,NP,__UNDEF__,+,1,1.345377
heartbroken,JJ,__UNDEF__,+,1,1.345377
idled,VBN,__UNDEF__,+,1,1.345377
treasured,VBD,__UNDEF__,+,1,1.345377
"annoyed,",__UNDEF__,__UNDEF__,+,1,1.345377
land-edge,NN,__UNDEF__,+,1,1.345377
"Sunday_,_April_third",W,__UNDEF__,+,1,1.345377
foremen,NNS,__UNDEF__,+,1,1.345377
beans.,__UNDEF__,__UNDEF__,+,1,1.345377
next-next-next-best,JJS,__UNDEF__,+,1,1.345377
"""That",__UNDEF__,__UNDEF__,+,1,1.345377
i7.iii,Z,__UNDEF__,+,1,1.345377
"""Now,",__UNDEF__,__UNDEF__,+,1,1.345377
British_Airways,NP,__UNDEF__,+,1,1.345377
wall-strips,NNS,__UNDEF__,+,1,1.345377
men.,__UNDEF__,__UNDEF__,+,1,1.345377
GORGO,NP,__UNDEF__,+,1,1.345377
iced,VBN,__UNDEF__,+,1,1.345377
"spinster,""",__UNDEF__,__UNDEF__,+,1,1.345377
tin-can,NN,__UNDEF__,+,1,1.345377
Disney_World,NP,__UNDEF__,+,1,1.345377
helped.,__UNDEF__,__UNDEF__,+,1,1.345377
upward,JJ,__UNDEF__,+,1,1.345377
himself.,__UNDEF__,__UNDEF__,+,1,1.345377
seven_miles,Zu,__UNDEF__,+,1,1.345377
Starting,__UNDEF__,__UNDEF__,+,1,1.345377
charter,VB,__UNDEF__,+,1,1.345377
Christmas_Eve_Blomkvist,NP,__UNDEF__,+,1,1.345377
confide,VBP,__UNDEF__,+,1,1.345377
LEPTOSPERMUM,NP,__UNDEF__,+,1,1.345377
fifty_thousand_kronor,Zm,__UNDEF__,+,1,1.345377
"turnupstuffer,",__UNDEF__,__UNDEF__,+,1,1.345377
wide-eyed,VBD,__UNDEF__,+,1,1.345377
hard-hearted,VBN,__UNDEF__,+,1,1.345377
free.,__UNDEF__,__UNDEF__,+,1,1.345377
ginger-snap,NN,__UNDEF__,+,1,1.345377
nudge.,__UNDEF__,__UNDEF__,+,1,1.345377
THE_CAT,NP,__UNDEF__,+,1,1.345377
addictive,JJ,__UNDEF__,+,1,1.345377
Presumably,NP,__UNDEF__,+,1,1.345377
jumps,__UNDEF__,__UNDEF__,+,1,1.345377
write.,__UNDEF__,__UNDEF__,+,1,1.345377
Goslar,__UNDEF__,__UNDEF__,+,1,1.345377
languishing,VBG,__UNDEF__,+,1,1.345377
unfocused,JJ,__UNDEF__,+,1,1.345377
enhance,__UNDEF__,__UNDEF__,+,1,1.345377
"Suspect,""",__UNDEF__,__UNDEF__,+,1,1.345377
old-world,NN,__UNDEF__,+,1,1.345377
two-storey,VBP,__UNDEF__,+,1,1.345377
clock,__UNDEF__,__UNDEF__,+,1,1.345377
exclude,VB,__UNDEF__,+,1,1.345377
Christmas-time,NP,__UNDEF__,+,1,1.345377
turning,__UNDEF__,__UNDEF__,+,1,1.345377
goose-king,NN,__UNDEF__,+,1,1.345377
glue,NN,__UNDEF__,+,1,1.345377
Mamsell,NP,__UNDEF__,+,1,1.345377
vicious,__UNDEF__,__UNDEF__,+,1,1.345377
dree,JJ,__UNDEF__,+,1,1.345377
resorted,VBD,__UNDEF__,+,1,1.345377
NORSJÖ_SNICKERIFABRIK,NP,__UNDEF__,+,1,1.345377
map,VB,__UNDEF__,+,1,1.345377
conditional,JJ,__UNDEF__,+,1,1.345377
ridiculed,VBD,__UNDEF__,+,1,1.345377
pattern,__UNDEF__,__UNDEF__,+,1,1.345377
honors,NNS,__UNDEF__,+,1,1.345377
parasols,NNS,__UNDEF__,+,1,1.345377
church,__UNDEF__,__UNDEF__,+,1,1.345377
"write,",__UNDEF__,__UNDEF__,+,1,1.345377
petrified,VBD,__UNDEF__,+,1,1.345377
alleged,VBN,__UNDEF__,+,1,1.345377
paddock,NN,__UNDEF__,+,1,1.345377
IT_MUST_BE,NP,__UNDEF__,+,1,1.345377
Swimming-birds,NP,__UNDEF__,+,1,1.345377
investments,NNS,__UNDEF__,+,1,1.345377
recital,NN,__UNDEF__,+,1,1.345377
blister.,__UNDEF__,__UNDEF__,+,1,1.345377
tension.,__UNDEF__,__UNDEF__,+,1,1.345377
"cabinet,",__UNDEF__,__UNDEF__,+,1,1.345377
Press,NN,__UNDEF__,+,1,1.345377
capitulated,VBN,__UNDEF__,+,1,1.345377
growl,VBP,__UNDEF__,+,1,1.345377
150_guilders,Zm,__UNDEF__,+,1,1.345377
Wust,__UNDEF__,__UNDEF__,+,1,1.345377
"goose,",__UNDEF__,__UNDEF__,+,1,1.345377
Ingratitude,NN,__UNDEF__,+,1,1.345377
mechanics,NNS,__UNDEF__,+,1,1.345377
scrapbook,NN,__UNDEF__,+,1,1.345377
ignore,VBP,__UNDEF__,+,1,1.345377
glades,VBZ,__UNDEF__,+,1,1.345377
lovesick,JJ,__UNDEF__,+,1,1.345377
pushier,JJR,__UNDEF__,+,1,1.345377
sore,NN,__UNDEF__,+,1,1.345377
Hee,NP,__UNDEF__,+,1,1.345377
"quarters.""",__UNDEF__,__UNDEF__,+,1,1.345377
writing-desks,NNS,__UNDEF__,+,1,1.345377
schoolmasterly,JJ,__UNDEF__,+,1,1.345377
"gas,",__UNDEF__,__UNDEF__,+,1,1.345377
gassed,VBD,__UNDEF__,+,1,1.345377
Gets,NP,__UNDEF__,+,1,1.345377
mahogany,NN,__UNDEF__,+,1,1.345377
copybook,NN,__UNDEF__,+,1,1.345377
hurls,VBZ,__UNDEF__,+,1,1.345377
proofreader,NN,__UNDEF__,+,1,1.345377
discontented,VBN,__UNDEF__,+,1,1.345377
lesson-book,NN,__UNDEF__,+,1,1.345377
On_the_one_hand,RB,__UNDEF__,+,1,1.345377
house-breaking,VBG,__UNDEF__,+,1,1.345377
quickly,__UNDEF__,__UNDEF__,+,1,1.345377
brine,NN,__UNDEF__,+,1,1.345377
toothpaste,NN,__UNDEF__,+,1,1.345377
tastes,__UNDEF__,__UNDEF__,+,1,1.345377
shackled,VBD,__UNDEF__,+,1,1.345377
shut-down,NN,__UNDEF__,+,1,1.345377
garbled,VBN,__UNDEF__,+,1,1.345377
"Holland,",__UNDEF__,__UNDEF__,+,1,1.345377
"TUESDAY_,_NOVEMBER_17_,_1942",W,__UNDEF__,+,1,1.345377
fibre,__UNDEF__,__UNDEF__,+,1,1.345377
Steven_Stevenson,NP,__UNDEF__,+,1,1.345377
decipher,VB,__UNDEF__,+,1,1.345377
wimpy,JJ,__UNDEF__,+,1,1.345377
uncheered,JJ,__UNDEF__,+,1,1.345377
communicate,VB,__UNDEF__,+,1,1.345377
tailed,VBD,__UNDEF__,+,1,1.345377
Sulitelma,NP,__UNDEF__,+,1,1.345377
weather-vane,NN,__UNDEF__,+,1,1.345377
elf-friends,NNS,__UNDEF__,+,1,1.345377
semi-long,JJ,__UNDEF__,+,1,1.345377
juggling,VBG,__UNDEF__,+,1,1.345377
glories,NNS,__UNDEF__,+,1,1.345377
moans,VBZ,__UNDEF__,+,1,1.345377
325_guilders,Zm,__UNDEF__,+,1,1.345377
window.,__UNDEF__,__UNDEF__,+,1,1.345377
uniformed,VBN,__UNDEF__,+,1,1.345377
H_&_M,NP,__UNDEF__,+,1,1.345377
Charles_the_Eleventh,NP,__UNDEF__,+,1,1.345377
upsets,VBZ,__UNDEF__,+,1,1.345377
Auguste,NP,__UNDEF__,+,1,1.345377
"""So,",__UNDEF__,__UNDEF__,+,1,1.345377
ponder,VBP,__UNDEF__,+,1,1.345377
"soup,",__UNDEF__,__UNDEF__,+,1,1.345377
SHE_IS_NOT_GOING_TO_CALL_THE_POLICE,NP,__UNDEF__,+,1,1.345377
underestimate,VB,__UNDEF__,+,1,1.345377
1909,W,__UNDEF__,+,1,1.345377
creatures,__UNDEF__,__UNDEF__,+,1,1.345377
detestable,JJ,__UNDEF__,+,1,1.345377
Omberg,NP,__UNDEF__,+,1,1.345377
lass,NN,__UNDEF__,+,1,1.345377
deliberation,NN,__UNDEF__,+,1,1.345377
cut-throats,NNS,__UNDEF__,+,1,1.345377
P.D.,NP,__UNDEF__,+,1,1.345377
hasten,VB,__UNDEF__,+,1,1.345377
Holland.,__UNDEF__,__UNDEF__,+,1,1.345377
cliff-wall,NN,__UNDEF__,+,1,1.345377
absorbed,VBD,__UNDEF__,+,1,1.345377
consultants,NNS,__UNDEF__,+,1,1.345377
"family,",__UNDEF__,__UNDEF__,+,1,1.345377
corset,__UNDEF__,__UNDEF__,+,1,1.345377
stomachache,NN,__UNDEF__,+,1,1.345377
Bide,VB,__UNDEF__,+,1,1.345377
accuse,VBP,__UNDEF__,+,1,1.345377
beforehand,RB,__UNDEF__,+,1,1.345377
girls,__UNDEF__,__UNDEF__,+,1,1.345377
Spirits,__UNDEF__,__UNDEF__,+,1,1.345377
Rob,VB,__UNDEF__,+,1,1.345377
racketeer,NN,__UNDEF__,+,1,1.345377
pocket-knife,NN,__UNDEF__,+,1,1.345377
wither,VB,__UNDEF__,+,1,1.345377
teen,JJ,__UNDEF__,+,1,1.345377
thirteen,__UNDEF__,__UNDEF__,+,1,1.345377
dictatorship,NN,__UNDEF__,+,1,1.345377
evaluating,VBG,__UNDEF__,+,1,1.345377
"employee,",__UNDEF__,__UNDEF__,+,1,1.345377
babbled,VBN,__UNDEF__,+,1,1.345377
TODAY_I,NP,__UNDEF__,+,1,1.345377
well-rehearsed,JJ,__UNDEF__,+,1,1.345377
trilogy,NN,__UNDEF__,+,1,1.345377
_,Fz,__UNDEF__,+,1,1.345377
raving,__UNDEF__,__UNDEF__,+,1,1.345377
SALUTE_TO_FREEDOM,NP,__UNDEF__,+,1,1.345377
balmy,JJ,__UNDEF__,+,1,1.345377
potty,JJ,__UNDEF__,+,1,1.345377
jerkily,RB,__UNDEF__,+,1,1.345377
trademark,NN,__UNDEF__,+,1,1.345377
botanical,JJ,__UNDEF__,+,1,1.345377
kiosk,NN,__UNDEF__,+,1,1.345377
nutrition,NN,__UNDEF__,+,1,1.345377
hoist,VB,__UNDEF__,+,1,1.345377
turnovers,NNS,__UNDEF__,+,1,1.345377
buys,VBZ,__UNDEF__,+,1,1.345377
fluffy,JJ,__UNDEF__,+,1,1.345377
598,__UNDEF__,__UNDEF__,+,1,1.345377
extension,NN,__UNDEF__,+,1,1.345377
squander,VB,__UNDEF__,+,1,1.345377
lightless,JJ,__UNDEF__,+,1,1.345377
charmed,VBD,__UNDEF__,+,1,1.345377
307,Z,__UNDEF__,+,1,1.345377
circular,JJ,__UNDEF__,+,1,1.345377
